,ESTADO,PRODUTO,MES_ANO,VL_VENDA
1856,PB,GNV,02/2023,4.117647058823529
1857,PB,GNV,02/2024,4.95
1858,PB,GNV,02/2025,4.333333333333333
1859,PB,GNV,03/2022,4.0
1860,PB,GNV,03/2023,4.052631578947368
1861,PB,GNV,03/2024,4.454545454545454
1862,PB,GNV,03/2025,4.5
1863,PB,GNV,04/2022,4.466666666666667
1864,PB,GNV,04/2023,4.157894736842105
1865,PB,GNV,04/2024,4.619047619047619
1866,PB,GNV,04/2025,5.0
1867,PB,GNV,05/2022,4.214285714285714
1868,PB,GNV,05/2023,4.142857142857143
1869,PB,GNV,05/2024,4.473684210526316
1870,PB,GNV,05/2025,4.25
1871,PB,GNV,06/2022,4.625
1872,PB,GNV,06/2023,4.083333333333333
1873,PB,GNV,06/2024,4.466666666666667
1874,PB,GNV,06/2025,4.666666666666667
1875,PB,GNV,07/2022,4.583333333333333
1876,PB,GNV,07/2023,4.125
1877,PB,GNV,07/2024,5.0
1878,PB,GNV,07/2025,4.409090909090909
1879,PB,GNV,08/2022,4.619047619047619
1880,PB,GNV,08/2023,4.071428571428571
1881,PB,GNV,08/2024,4.214285714285714
1882,PB,GNV,08/2025,5.0
1883,PB,GNV,09/2022,5.0
1884,PB,GNV,09/2023,4.181818181818182
1885,PB,GNV,09/2024,5.0
1886,PB,GNV,09/2025,4.2
1887,PB,GNV,10/2022,4.090909090909091
1888,PB,GNV,10/2023,4.047619047619048
1889,PB,GNV,10/2024,5.0
1890,PB,GNV,10/2025,4.541666666666667
1891,PB,GNV,11/2022,4.833333333333333
1892,PB,GNV,11/2023,4.111111111111111
1893,PB,GNV,11/2024,4.619047619047619
1894,PB,GNV,11/2025,5.0
1895,PB,GNV,12/2022,4.266666666666667
1896,PB,GNV,12/2023,4.090909090909091
1897,PB,GNV,12/2024,4.473684210526316
1898,PB,GNV,12/2025,4.111111111111111
1899,PB,GNV,<NA>/<NA>,4.4
1997,PE,GNV,01/2022,3.523809523809524
1998,PE,GNV,01/2023,3.1818181818181817
1999,PE,GNV,01/2024,4.0
2000,PE,GNV,01/2025,4.0
2001,PE,GNV,02/2022,3.647058823529412
2002,PE,GNV,02/2023,3.0
2003,PE,GNV,02/2024,4.0
2004,PE,GNV,02/2025,4.0
2005,PE,GNV,03/2022,3.6666666666666665
2006,PE,GNV,03/2023,3.0434782608695654
2007,PE,GNV,03/2024,4.0
2008,PE,GNV,03/2025,4.0
2009,PE,GNV,04/2022,3.72
2010,PE,GNV,04/2023,3.433333333333333
2011,PE,GNV,04/2024,4.0
2012,PE,GNV,04/2025,4.0
2013,PE,GNV,05/2022,3.388888888888889
2014,PE,GNV,05/2023,3.054054054054054
2015,PE,GNV,05/2024,4.0
2016,PE,GNV,05/2025,4.0
2017,PE,GNV,06/2022,3.5789473684210527
2018,PE,GNV,06/2023,3.5172413793103448
2019,PE,GNV,06/2024,4.0
2020,PE,GNV,06/2025,4.0
2021,PE,GNV,07/2022,3.282051282051282
2022,PE,GNV,07/2023,3.4054054054054053
2023,PE,GNV,07/2024,4.0
2024,PE,GNV,07/2025,4.0
2025,PE,GNV,08/2022,3.76
2026,PE,GNV,08/2023,3.117647058823529
2027,PE,GNV,08/2024,4.0
2028,PE,GNV,08/2025,4.0
2029,PE,GNV,09/2022,3.586206896551724
2030,PE,GNV,09/2023,3.032258064516129
2031,PE,GNV,09/2024,4.0
2032,PE,GNV,09/2025,4.0
2033,PE,GNV,10/2022,3.5185185185185186
2034,PE,GNV,10/2023,3.0303030303030303
2035,PE,GNV,10/2024,4.0
2036,PE,GNV,10/2025,4.0
2037,PE,GNV,11/2022,3.724137931034482
2038,PE,GNV,11/2023,3.1020408163265305
2039,PE,GNV,11/2024,4.0
2040,PE,GNV,11/2025,4.0
2041,PE,GNV,12/2022,3.6
2042,PE,GNV,12/2023,3.388888888888889
2043,PE,GNV,12/2024,4.0
2044,PE,GNV,12/2025,4.0
2045,PE,GNV,<NA>/<NA>,3.668641557342361
2242,PR,GNV,01/2022,4.9
2243,PR,GNV,01/2023,4.769230769230769
2244,PR,GNV,01/2024,4.2
2245,PR,GNV,01/2025,5.0
2246,PR,GNV,02/2022,5.0
2247,PR,GNV,02/2023,4.4
2248,PR,GNV,02/2024,4.142857142857143
2249,PR,GNV,02/2025,4.2
2250,PR,GNV,03/2022,5.0
2251,PR,GNV,03/2023,4.8
2252,PR,GNV,03/2024,4.285714285714286
2253,PR,GNV,03/2025,4.0
2254,PR,GNV,04/2022,4.5
2255,PR,GNV,04/2023,4.5
2256,PR,GNV,04/2024,4.166666666666667
2257,PR,GNV,04/2025,4.571428571428571
2258,PR,GNV,05/2022,4.888888888888889
2259,PR,GNV,05/2023,4.7
2260,PR,GNV,05/2024,4.2727272727272725
2261,PR,GNV,05/2025,4.0
2262,PR,GNV,06/2022,5.214285714285714
2263,PR,GNV,06/2023,4.5
2264,PR,GNV,06/2024,4.133333333333334
2265,PR,GNV,06/2025,4.25
2266,PR,GNV,07/2022,5.4
2267,PR,GNV,07/2023,4.666666666666667
2268,PR,GNV,07/2024,4.285714285714286
2269,PR,GNV,07/2025,4.0
2270,PR,GNV,08/2022,5.222222222222222
2271,PR,GNV,08/2023,4.5
2272,PR,GNV,08/2024,4.166666666666667
2273,PR,GNV,08/2025,4.4
2274,PR,GNV,09/2022,5.0
2275,PR,GNV,09/2023,4.5
2276,PR,GNV,09/2024,4.5
2277,PR,GNV,09/2025,4.0
2278,PR,GNV,10/2022,5.0
2279,PR,GNV,10/2023,4.75
2280,PR,GNV,10/2024,4.153846153846154
2281,PR,GNV,10/2025,4.222222222222222
2282,PR,GNV,11/2022,4.666666666666667
2283,PR,GNV,11/2023,4.666666666666667
2284,PR,GNV,11/2024,4.2
2285,PR,GNV,11/2025,4.181818181818182
2286,PR,GNV,12/2022,4.916666666666667
2287,PR,GNV,12/2023,4.666666666666667
2288,PR,GNV,12/2024,4.25
2289,PR,GNV,12/2025,4.5
2290,PR,GNV,<NA>/<NA>,4.555718475073314
2389,RJ,GNV,01/2022,4.441717791411043
2390,RJ,GNV,01/2023,4.104938271604938
2391,RJ,GNV,01/2024,4.255506607929515
2392,RJ,GNV,01/2025,4.638888888888889
2393,RJ,GNV,02/2022,4.649038461538462
2394,RJ,GNV,02/2023,4.231527093596059
2395,RJ,GNV,02/2024,4.248251748251748
2396,RJ,GNV,02/2025,4.243478260869566
2397,RJ,GNV,03/2022,4.470967741935484
2398,RJ,GNV,03/2023,4.206030150753769
2399,RJ,GNV,03/2024,4.324137931034483
2400,RJ,GNV,03/2025,4.2727272727272725
2401,RJ,GNV,04/2022,4.363636363636363
2402,RJ,GNV,04/2023,4.159695817490494
2403,RJ,GNV,04/2024,4.275700934579439
2404,RJ,GNV,04/2025,4.402985074626866
2405,RJ,GNV,05/2022,4.415322580645161
2406,RJ,GNV,05/2023,4.078431372549019
2407,RJ,GNV,05/2024,4.233870967741935
2408,RJ,GNV,05/2025,4.273885350318471
2409,RJ,GNV,06/2022,4.49738219895288
2410,RJ,GNV,06/2023,4.110687022900764
2411,RJ,GNV,06/2024,4.334841628959276
2412,RJ,GNV,06/2025,4.313725490196078
2413,RJ,GNV,07/2022,4.453744493392071
2414,RJ,GNV,07/2023,4.214953271028038
2415,RJ,GNV,07/2024,4.3533333333333335
2416,RJ,GNV,07/2025,4.182389937106918
2417,RJ,GNV,08/2022,4.390374331550802
2418,RJ,GNV,08/2023,4.171974522292993
2419,RJ,GNV,08/2024,4.26241134751773
2420,RJ,GNV,08/2025,4.520833333333333
2421,RJ,GNV,09/2022,4.388888888888889
2422,RJ,GNV,09/2023,4.1
2423,RJ,GNV,09/2024,4.226299694189603
2424,RJ,GNV,09/2025,4.267175572519084
2425,RJ,GNV,10/2022,4.416666666666667
2426,RJ,GNV,10/2023,4.154811715481172
2427,RJ,GNV,10/2024,4.397350993377484
2428,RJ,GNV,10/2025,4.296803652968037
2429,RJ,GNV,11/2022,4.4944444444444445
2430,RJ,GNV,11/2023,4.180722891566265
2431,RJ,GNV,11/2024,4.3538461538461535
2432,RJ,GNV,11/2025,4.307692307692308
2433,RJ,GNV,12/2022,4.330677290836653
2434,RJ,GNV,12/2023,4.061855670103093
2435,RJ,GNV,12/2024,4.254098360655738
2436,RJ,GNV,12/2025,4.288461538461538
2437,RJ,GNV,<NA>/<NA>,4.2820405603177925
2536,RN,GNV,01/2022,4.0
2537,RN,GNV,01/2023,4.0
2538,RN,GNV,01/2024,4.75
2539,RN,GNV,02/2022,4.0
2540,RN,GNV,02/2023,4.066666666666666
2541,RN,GNV,02/2024,4.333333333333333
2542,RN,GNV,02/2025,4.0
2543,RN,GNV,03/2022,4.0
2544,RN,GNV,03/2023,4.0
2545,RN,GNV,03/2024,4.6923076923076925
2546,RN,GNV,03/2025,4.166666666666667
2547,RN,GNV,04/2022,4.0
2548,RN,GNV,04/2023,4.0
2549,RN,GNV,04/2024,4.727272727272728
2550,RN,GNV,04/2025,4.0
2551,RN,GNV,05/2022,4.0
2552,RN,GNV,05/2023,4.0
2553,RN,GNV,05/2024,4.473684210526316
2554,RN,GNV,05/2025,4.166666666666667
2555,RN,GNV,06/2022,4.0
2556,RN,GNV,06/2023,4.0
2557,RN,GNV,06/2024,5.0
2558,RN,GNV,06/2025,4.444444444444445
2559,RN,GNV,07/2022,4.0
2560,RN,GNV,07/2023,4.0
2561,RN,GNV,07/2024,4.909090909090909
2562,RN,GNV,07/2025,4.0
2563,RN,GNV,08/2022,4.0
2564,RN,GNV,08/2023,4.0
2565,RN,GNV,08/2024,4.8
2566,RN,GNV,08/2025,4.25
2567,RN,GNV,09/2022,4.0
2568,RN,GNV,09/2023,4.0
2569,RN,GNV,09/2024,4.666666666666667
2570,RN,GNV,09/2025,4.25
2571,RN,GNV,10/2022,4.0
2572,RN,GNV,10/2023,4.0
2573,RN,GNV,10/2024,5.0
2574,RN,GNV,10/2025,4.333333333333333
2575,RN,GNV,11/2022,4.0
2576,RN,GNV,11/2023,4.0
2577,RN,GNV,11/2024,5.0
2578,RN,GNV,11/2025,4.0
2579,RN,GNV,12/2022,4.0
2580,RN,GNV,12/2023,4.0
2581,RN,GNV,12/2024,4.823529411764706
2582,RN,GNV,12/2025,4.5
2583,RN,GNV,<NA>/<NA>,4.2837684449489215
2778,RR,GNV,04/2023,4.0
2877,RS,GNV,01/2022,5.314285714285714
2878,RS,GNV,01/2023,4.862068965517241
2879,RS,GNV,01/2024,4.055555555555555
2880,RS,GNV,01/2025,4.142857142857143
2881,RS,GNV,02/2022,5.4
2882,RS,GNV,02/2023,4.366666666666666
2883,RS,GNV,02/2024,4.121212121212121
2884,RS,GNV,02/2025,4.166666666666667
2885,RS,GNV,03/2022,5.047619047619048
2886,RS,GNV,03/2023,4.75
2887,RS,GNV,03/2024,4.142857142857143
2888,RS,GNV,03/2025,4.064516129032258
2889,RS,GNV,04/2022,5.282051282051282
2890,RS,GNV,04/2023,4.6
2891,RS,GNV,04/2024,4.03125
2892,RS,GNV,04/2025,4.090909090909091
2893,RS,GNV,05/2022,5.423076923076923
2894,RS,GNV,05/2023,4.37037037037037
2895,RS,GNV,05/2024,4.078947368421052
2896,RS,GNV,05/2025,4.25
2897,RS,GNV,06/2022,5.102564102564102
2898,RS,GNV,06/2023,4.5
2899,RS,GNV,06/2024,4.12
2900,RS,GNV,06/2025,4.054054054054054
2901,RS,GNV,07/2022,5.243243243243243
2902,RS,GNV,07/2023,4.595238095238095
2903,RS,GNV,07/2024,4.052631578947368
2904,RS,GNV,07/2025,4.071428571428571
2905,RS,GNV,08/2022,5.1891891891891895
2906,RS,GNV,08/2023,4.903225806451613
2907,RS,GNV,08/2024,4.090909090909091
2908,RS,GNV,08/2025,4.095238095238095
2909,RS,GNV,09/2022,5.333333333333333
